i	S	V
149823	3.7460500000000003e-6	1
150063	3.75205e-6	1
150143	3.75405e-6	1
150303	3.75805e-6	1
150543	3.76405e-6	1
150703	3.7680500000000003e-6	1
150783	3.77005e-6	1
150943	3.7740500000000003e-6	1
151103	3.77805e-6	1
151183	3.7800500000000003e-6	1
151303	3.78305e-6	1
151543	3.78905e-6	1
151743	3.79405e-6	1
151983	3.80005e-6	1
152103	3.80305e-6	1
152223	3.80605e-6	1
152343	3.80905e-6	1
152463	3.81205e-6	1
152543	3.81405e-6	1
152663	3.81705e-6	1
152863	3.82205e-6	1
153063	3.82705e-6	1
153183	3.83005e-6	1
153303	3.8330500000000005e-6	1
153383	3.83505e-6	1
153543	3.83905e-6	1
153743	3.84405e-6	1
153903	3.84805e-6	1
153983	3.8500500000000005e-6	1
154063	3.85205e-6	1
154143	3.85405e-6	1
154663	3.8670500000000005e-6	1
154903	3.87305e-6	1
155143	3.87905e-6	1
155223	3.88105e-6	1
155383	3.88505e-6	1
155623	3.89105e-6	1
155783	3.89505e-6	1
155863	3.89705e-6	1
156023	3.9010500000000005e-6	1
156183	3.90505e-6	1
156263	3.90705e-6	1
156383	3.91005e-6	1
156623	3.91605e-6	1
156823	3.92105e-6	1
157063	3.92705e-6	1
157183	3.93005e-6	1
157303	3.93305e-6	1
157423	3.93605e-6	1
157543	3.93905e-6	1
157623	3.94105e-6	1
157743	3.94405e-6	1
157943	3.94905e-6	1
158143	3.95405e-6	1
158263	3.9570500000000005e-6	1
158383	3.96005e-6	1
158463	3.9620500000000005e-6	1
158623	3.96605e-6	1
158823	3.97105e-6	1
158983	3.97505e-6	1
159063	3.97705e-6	1
159143	3.9790500000000005e-6	1
159223	3.98105e-6	1
159743	3.99405e-6	1
