i	S	V
82403	2.0610587073369475e-6	0
82483	2.063058466684357e-6	0
82763	2.0700597572698e-6	0
82923	2.0740585059275755e-6	0
83043	2.0770592135216636e-6	0
83203	2.081059176028809e-6	0
83323	2.08405929452459e-6	0
83403	2.0860600481795965e-06	0
83523	2.0890589259255084e-6	0
83723	2.0940593333224207e-6	0
83843	2.097059328272168e-6	0
84043	2.1020589631447864e-6	0
84123	2.1040596351636664e-6	0
84243	2.107058917024831e-6	0
84403	2.1110592110864363e-6	0
84563	2.1150593260943878e-6	0
84723	2.1190599141266977e-6	0
84843	2.1220585556327074e-6	0
84923	2.124059771817876e-6	0
85003	2.1260592799639075e-6	0
85323	2.134059598368391e-6	0
85603	2.1410590716596138e-6	0
85883	2.1480586666727004e-6	0
86083	2.1530587187871843e-6	0
86163	2.15505919121752e-6	0
86443	2.162059321563444e-6	0
86563	2.1650594247111295e-6	0
86723	2.169059367210076e-6	0
86843	2.172058751303513e-6	0
87043	2.1770595275491066e-6	0
87123	2.1790600634578214e-6	0
87203	2.1810589706989388e-6	0
87483	2.1880590293587606e-6	0
87563	2.1900595079174364e-6	0
87843	2.1970590218958652e-6	0
88003	2.201059624815825e-6	0
88123	2.2040592323422777e-6	0
88283	2.2080594261272833e-6	0
88403	2.211059170097326e-6	0
88483	2.213058969321708e-6	0
88603	2.216058959306996e-6	0
88803	2.2210592890233195e-6	0
88923	2.2240597408205154e-6	0
89123	2.2290593932528723e-6	0
89203	2.231059714373331e-6	0
89323	2.234060167177512e-6	0
89483	2.2380587485765636e-6	0
89643	2.242059071919051e-6	0
89803	2.2460601301560124e-6	0
89923	2.249059297513467e-6	0
90003	2.2510593232576025e-6	0
90083	2.253059285757812e-6	0
90403	2.261059919319308e-6	0
90683	2.2680590266437003e-6	0
90963	2.2750597003346034e-6	0
91163	2.2800588433502946e-6	0
91243	2.282059408832692e-6	0
91523	2.2890588346777566e-6	0
91643	2.2920600506175643e-6	0
91803	2.2960595937369515e-6	0
91923	2.2990590265419494e-6	0
92123	2.3040595712712065e-6	0
92203	2.3060603526570955e-6	0
92283	2.3080593514924667e-6	0
92563	2.3150594761862706e-6	0
92643	2.3170591223624386e-6	0
92923	2.3240588377372816e-6	0
93083	2.3280591842723977e-6	0
93203	2.3310597589607458e-6	0
93363	2.3350597380487948e-6	0
93483	2.3380591512650293e-6	0
93563	2.340058974606909e-6	0
93683	2.3430584308424063e-6	0
93883	2.3480592814553073e-6	0
94003	2.351058589821911e-6	0
94203	2.3560588583824432e-6	0
94283	2.3580592817329706e-6	0
94403	2.3610591370307105e-6	0
94563	2.3650592913553056e-6	0
94723	2.3690584688951982e-6	0
94883	2.3730594868552004e-6	0
95003	2.3760595702780505e-6	0
95083	2.3780595193216717e-6	0
95163	2.3800594406669374e-6	0
95483	2.388059540958902e-6	0
95763	2.3950595825172198e-6	0
96243	2.4070592329685323e-6	0
96523	2.4140583462450837e-6	0
96803	2.4210590637711424e-6	0
97003	2.4260599730933023e-6	0
97083	2.4280584638519075e-6	0
97363	2.4350593775349713e-6	0
97483	2.4380594605114892e-6	0
97643	2.442058981681877e-6	0
97763	2.4450593616918234e-6	0
97963	2.450059921633199e-6	0
98043	2.4520594431366613e-6	0
98123	2.454058994895176e-6	0
98403	2.461059116414506e-6	0
98483	2.4630592344144087e-6	0
98763	2.4700589455816515e-6	0
98923	2.4740591389377844e-6	0
99043	2.4770590829011473e-6	0
99203	2.48105890930533e-6	0
99323	2.4840595174258882e-6	0
99403	2.4860595589757217e-6	0
99523	2.4890596865972096e-6	0
99723	2.494058315515787e-6	0
99843	2.4970594083965024e-6	0
100043	2.5020588175821447e-6	0
100123	2.50405967527832e-6	0
100243	2.507059136771003e-6	0
100403	2.511059200654628e-6	0
100563	2.5150603066161886e-6	0
100723	2.5190593910571492e-6	0
100843	2.5220591494996265e-6	0
100923	2.524059082278518e-6	0
